id,labName,phone
12223,洮南市人民医院,13040319539
12226,蛟河市中医院,13664446790
12232,桦甸惠康医院,15981225839
12234,枣庄市精神卫生中心,15192118756
12236,四平辽河农垦管理区中心医院,18704343893
12242,铜陵市立医院,15656294004
12243,青龙县医院,18503310995
12248,长春市传染病医院,15943013355
12250,嘉兴市疾病预防控制中心,15958370483
12251,安图县人民医院,18626943518
12252,怀宁县人民医院,15212952030
12254,山东省第二人民医院（山东省耳鼻喉医院）,15066691850
12256,交口县医疗集团人民医院,13753376396
12262,镇沅县人民医院,13887994541
12275,容县疾病预防控制中心,18977992607
12276,唐山利康医院,15383055658
12283,德州市陵城区疾病预防控制中心,13256266629
12286,平泉市医院,13383145626
12290,云南省普洱市景谷傣族彝族自治县疾病预防控制中心,13769936520
12292,宣威市中医医院,15187455302
12294,秦皇岛市北戴河医院,18533580912
12297,阳城县人民医院,18335689199
12298,田东县疾病预防控制中心,18977635922
12299,临安区人民医院,15158028761
12305,陕西省榆林市清涧县人民医院,18609222908
12306,武邑县疾病预防控制中心,18330853284
12310,潜山市立医院,13515567585
12311,望江县中医医院,18075302063
12312,临汾市中心医院,17735524969
12313,中国中医科学院望京医院,13581687886
12316,济南市济阳区中医医院,13361031888
12318,黄南州疾病预防控制中心,13897533777
12323,景东彝族自治县人民医院,18187909588
12327,陕西中医药大学附属医院,13772558816
12331,鸡西市人民医院,15146763967
12332,郏县疾病预防控制中心,18236648744
12335,深圳美康盛德医学检验实验室,13714794513
12337,固安县疾病预防控制中心,13483649098
12342,龙井市人民医院,15567631166
12344,望江县医院,13637167968
12348,杭州市临安区疾病预防控制中心,13757176978
12350,通榆县第一医院,13943644873
12351,吉林市结核病医院,13943278143
12354,广西中医药大学第一附属医院,13152613122
12356,杭州市临安区中医院,15167182778
12360,文县第一人民医院,18394828878
12363,延边州疾病预防控制中心,18943340620
12367,曲靖市第一人民医院,15287483980
12369,闽清县疾病预防控制中心,18759759316
12370,建宁县总医院,13799172677
12373,眉县疾病预防控制中心,15891343630
12375,广宁县疾病预防控制中心,13827506123
12378,宝应县人民医院,15751053939
12379,蚌埠市第二人民医院,13909627093
12382,广东省妇幼保健院,13798199509
12385,涿州市医院,13400378226
12391,解放军联勤保障部队第981医院,18631475043
12393,汕尾市疾病预防控制中心,13421513425
12394,奉化区人民医院,13396697577
12398,信宜市中医院,18998568366
12402,铜陵市人民医院,13605621988
12404,山西省临汾市洪洞县中医医院,18735754163
12405,枣庄市峄城区人民医院,18265290626
12412,白山市江源区人民医院,15585490696
12414,泰和县疾病预防控制中心,15216281201
12416,通辽市科尔沁区妇幼保健院,13947590099
12417,巧家县人民医院,13887118808
12418,昭平县疾病预防控制中心,18077017744
12420,北海市疾病预防控制中心,18169795270
12423,邵阳市疾病预防控制中心,15073949494
12424,广西壮族自治区妇幼保健院,18077105730
12427,安泽县医疗集团,13453738190
12428,永安市疾病预防控制中心,13328906610
12433,汾西县人民医院,18734713670
12437,福建省泉州市洛江区医院,18965722022
12447,青州市疾病预防控制中心,17865637853
12450,佛山市中医院,13360349761
12451,新汶矿业集团莱芜中心医院,15963853519
12455,北京大学第三医院崇礼院区,13623130812
12457,通用环球中铁邳州医院,15105213112
12459,涉县妇幼保健院,15130011607
12462,浮山县医疗集团人民医院,15935335286
12464,大连市沙河口区医院,15998577073
12469,临沂罗庄中心医院,13605391223
12471,金平苗族瑶族傣族自治县人民医院,18987326933
12473,宁德市蕉城区疾病预防控制中心,18060338136
12474,梅州市疾病预防控制中心,13750593765
12479,白城市疾病预防控制中心,13278271993
12480,左权县人民医院,13935443633
12482,唐山市工人医院,18632500028
12483,五台县第一人民医院,15834288230
12485,鸡西市滴道区人民医院,13846003767
12487,奈曼旗人民医院,15904856755
12491,凤阳县中医院,18955065199
12492,青阳县中医医院,18056617912
12496,沁县人民医院,18535500003
12497,彝良县人民医院,13887046474
12500,东阳市红十字会医院,13735662950
12503,武平县医院,13459723330
12506,翁牛特旗疾病预防控制中心,13848065180
12513,阜外医院,15810084617
12516,昌邑市疾病预防控制中心,13792604416
12518,四平市第一人民医院,15044442695
12523,玉林市疾病预防控制中心,13539558946
12524,汕头潮南民生医院,15220857315
12525,河曲县人民医院,15383608628
12527,宁洱哈尼族彝族自治县人民医院,18108796978
12533,绥江县人民医院,13708602921
12538,灵山县第二人民医院,15107876793
12541,惠州市中医医院,13825485588
12542,太原市人民医院,13935133280
12545,重庆核子华曦医学检验实验室有限公司,18584609691
12552,鸡泽县医院,18931076921
12553,定州市人民医院,13731687468
12555,东源疾病预防控制中心,13825344340
12557,湛江市坡头区人民医院,13763052368
12562,阜新市传染病医院,15841887167
12572,安康市疾病预防控制中心,13891528521
12573,岳西县医院,15391928707
12577,甘肃省临泽县人民医院,15393651395
12579,昭通市第二人民医院,13466225145
12584,通榆红十字医院,15834642575
12589,大宁县医疗集团人民医院,13834871487
12590,聊城市东昌府区疾病预防控制中心,13287566886
12601,迁安市人民医院,18032568892
12611,南宁市红十字会医院,18978186637
12614,宁波市疾病预防控制中心,13606580303
12620,都安瑶族自治县人民医院,17607782198
12623,长春迪安医学检验所有限公司,18844502530
12624,岳西县中医院,13966611178
12628,利辛县中医医院,18355115436
12635,安吉县人民医院,13587274341
12640,盐城市第一人民医院,18361200550
12641,梨树县第一人民医院,15004459009
12642,辽源市妇婴医院,18504377717
12644,天长市中医院,15855094830
12645,河北友爱医院,13582003017
12646,巴里坤县疾病预防控制中心,15276903411
12648,北京大学第一医院,13501157627
12649,榆林市第一医院绥德院区,13772362723
12650,阳城县疾病预防控制中心,13835633927
12655,龙港市人民医院,15905873863
12656,舒城县人民医院,15212221342
12664,大悟县中医医院,18986456668
12665,封丘县疾病预防控制中心,13937396416
12669,合浦县中医医院,18807791328
12689,迁西县人民医院,18931431877
12695,吉林市中西医结合肛肠医院,15043246116
12696,卓尼县疾病预防控制中心,13893997142
12698,滦州市中医医院,18330445025
12699,鄂州市疾病预防控制中心,19908680634
12703,监利县人民医院,15997837824
12710,温州市瓯海区第三人民医院,13732094280
12711,唐山市曹妃甸区疾病预防控制中心,18531562495
12712,安徽省铜陵市疾病预防控制中心,13965237301
12713,枣强县疾病预防控制中心,18631845580
12714,烟台市莱阳中心医院,15668026891
12715,涡阳县人民医院,13966897887
12716,航空总医院,18701137734
12718,青阳县人民医院,18056699892
12720,祥云县人民医院,13987223740
12724,山东省千佛山医院,15966639384
12729,平利县疾病预防控制中心,15353922651
12731,汕头市潮阳区疾病预防控制中心,13433846165
12732,容城县人民医院,13832218198
12736,喀什地区英吉沙县疾控中心,18699837039
12737,灯塔市中心医院,13188465206
12740,大悟县人民医院,15171259988
12741,延安市中医医院,18291169384
12743,新河县人民医院,18132915299
12747,首都医科大学附属北京地坛医院,13621278164
12750,白沙黎族自治县人民医院,18976186225
12753,钟山县疾病预防控制中心,15078140678
12761,岚皋县疾病预防控制中心,18391538182
12762,松原德润同心医院,13943330051
12763,贵港市平南县疾病预防控制中心,18177558123
12764,陆军九五八医院,13372664866
12772,中国人民武装警察部队广西壮族自治区总队医院,13768411161
12773,福州经济技术开发区医院,18120870863
12775,乐陵市疾病预防控制中心,17615786078
12776,怀远荆塗医院,13695528160
12777,蓬莱市人民医院,18865607121
12778,石泉县疾病预防控制中心,15991318060
12787,北流市疾病预防控制中心,15777558107
12789,吉林省长春市榆树市人民医院,13394473033
12794,扶绥县疾病预防控制中心,13768599036
12797,神农架林区疾病预防控制中心,13508679582
12800,吉大二院民康医院,13844041017
12803,蒲县人民医院,18636718993
12804,夏邑县第二人民医院,15517056680
12808,乐清市疾病预防控制中心,13868701055
12810,江西省九江市都昌县疾病预防控制中心,17379290088
12816,通城县人民医院,13477765856
12820,孝感市妇幼保健院,15347091627
12828,巴彦淖尔市疾病预防控制中心,13789587656
12835,平泉市中医院,15076376866
12837,南县疾病预防控制中心,17373761588
12838,迁安市传染病医院,15075451239
12839,湖北省孝感市应城市人民医院,19164518026
12840,金寨县人民医院,15156487589
12841,陆川县疾病预防控制中心,13607752706
12842,库车市第二人民医院,18699797201
12843,成武县疾控中心,19805409258
12847,开鲁县医院,13171103204
12849,北海市中医医院,13507799030
12854,东兴市疾病预防控制中心,18777052880
12855,宁波市医疗中心李惠利医院,18357459998
12865,福建省莆田涵江医院,13959502361
12874,宾阳县疾病预防控制中心,18290119834
12882,旬阳县疾病预防控制中心,13399150040
12885,化州市人民医院,18926728008
12889,古田县疾病预防控制中心,15375921679
12891,梨树县中医院,15584758169
12895,右江区疾病预防控制中心,13006969418
12900,濉溪县疾病预防控制中心,19956140255
12903,宿州市第一人民医院,18119558993
12904,新疆生产建设兵团第十师北屯医院,15109060470
12905,隰县医疗集团,13934678626
12906,重庆市武隆区妇幼保健院,18225130456
12912,太湖县人民医院,13866604535
12914,河北省张家口市第二医院,15003336232
12916,汉滨区疾病预防控制中心,18146851632
12921,临夏县中医医院,13629308193
12922,温岭东方医院,13819636312
12928,临夏州妇幼保健院,17704490227
12929,福建省龙岩市第二医院,18650858133
12932,临清市人民医院,18954458625
12934,南宁市横县人民医院,18154709890
12935,昌江黎族自治县中西医结合医院,18789369073
12938,荆州市中心医院,18107167980
12941,吉林省公主岭市中医院,13843456275
12942,石首市人民医院,13647251928
12943,重庆市武隆区中医院,13896588887
12945,深圳市人民医院,13828828403
12946,汉阴县疾病预防控制中心,17829119775
12949,河南省商丘市虞城县疾病预防控制中心,15836844877
12950,长春千麦医学检验实验室有限公司,18088666426
12952,沁水县疾病预防控制中心,13935629282
12953,广州市番禺区中心医院,13928836432
12956,前郭县中医院,15843827594
12961,湘潭市疾病预防控制中心,15673262644
12963,天等县疾病预防控制中心,18007812188
12966,喀什地区巴楚县疾控中心,13279738282
12968,咸宁市第一人民医院,13797220766
12969,宾阳县人民医院,13517871851
12974,怀来县中医医院,15324179780
12976,辛集市第一医院,17370225575
12982,河南省肿瘤医院,13513892232
12989,第一医科大学附属省立医院,15589973168
12990,阿克苏市人民医院,18199970959
12993,同心县疾病预防控制中心,13895275123
12995,博白县中医院,13507803532
13001,湖北省孝感市中心医院,15897703296
13003,叶城县疾病预防控制中心,15276116262
13005,兴化市第三人民医院,13921714605
13006,湖北民族大学附属民大医院,15971741720
13010,湖北省第三人民医院,18963989878
13011,喀什地区疏附县疾病预防控制中心,13999098894
13014,镇坪县疾病预防控制中心,18109156528
13018,萧县人民医院,13866550504
13021,迁安市中医医院,18713825663
13023,广州市花都区疾病预防控制中心,13602236360
13026,孝义市人民医院,13753881165
13027,咸宁市中心医院,13797220190
13031,陕西省榆林市榆阳区疾病预防控制中心,18509189896
13033,潜江市中心医院,15027354740
13034,柳州市妇幼保健院,18376282400
13039,南宁市第一人民医院青秀分院,18077160092
13041,含山县中医医院,18055577813
13042,贵港市港北区疾病预防控制中心,15778888436
13044,平南县第二人民医院,13132893027
13050,西双版纳州疾病预防控制中心,13988103456
13053,罗定市人民医院,13435957982
13054,如皋港医院,13962519657
13055,白城中心医院,13943672393
13056,湖北省黄冈市浠水县人民医院,13972714439
13058,白山市中心医院,13943970707
13059,赤峰市松山区疾病预防控制中心,13664862878
13060,河池市宜州区中医医院,18775820287
13063,重庆市合川区中医院,18996117973
13064,重庆市巴南区人民医院,15023753064
13066,广西千麦品真医学检验有限公司,18707770118
13069,南陵县医院,13866377637
13072,新疆喀什地区塔什库尔干塔吉克自治县疾病预防控制中心,18621330630
13074,四川省攀枝花市疾病预防控制中心,18090400450
13081,北京市昌平区疾病预防控制中心,18600468809
13085,芜湖市妇幼保健院,17355347031
13086,易县疾病预防控制中心,13785213280
13089,四川省甘孜州炉霍县疾控中心,18190224602
13093,长治医学院附属和平医院,18636597678
13095,四川省成都市蒲江县疾病预防控制中心,13882096096
13096,新疆喀什麦盖提县疾病预防控制中心,13779887665
13097,吉林医药学院附属医院,13504784500
13100,广州康都临床检验所（特殊普通合伙）,18520785023
13112,四川省巴中市疾病预防控制中心,18989148831
13114,望都县疾病预防控制中心,13780222994
13115,宜昌市夷陵区妇幼保健院,15997509228
13120,德化县中医院,13959829174
13124,讷河和一协医院,13314663777
13125,安仁县人民医院,13549531560
13128,勃利县人民医院,18145418666
13134,四川省成都市金牛区疾病预防控制中心,18382300921
13138,青海省海东市疾病预防控制中心,13897398868
13149,吴堡县疾病预防控制中心,15902925715
13154,恩施土家族苗族自治州疾病预防控制中心,15027219666
13156,靖宇县人民医院,15043908119
13157,吉林省通化市第三人民医院,13304457211
13159,佛山市南海区第九人民医院,13318211713
13163,梅州市人民医院,18344150204
13167,广东省茂名农垦医院,13723582752
13172,白山市浑江区医院,13943973588
13177,佛山市南海区第四人民医院,18064693911
13188,四川省绵阳市江油市疾病预防控制中心,18140370868
13189,岢岚县人民医院,18235036574
13190,两江新区第二人民医院,18725830554
13198,清远市妇幼保健院,13413546802
13212,南陵县中医医院,15156314248
13215,四川省内江市中区疾病预防控制中心,15828824228
